,Unnamed: 0,Translated Spans
9544,,"is not, de jure, in force in any State of its seven signatories"
9545,,"is, in my view, a spelling miscarriage"
9546,,is effectively causing linguistic chaos in Portugal
9547,,"Portuguese, now, is no longer just for Portugal and Brazil"
9548,,also from seven other sovereign states that have adopted it as an official language
9549,,"President Cavaco Silva ordered the application (and still applies), without an enabling written basis, which is indispensable in Public Law or any legally valid act, in the Presidential Services the Orthographic Agreement of 1990"
9550,,"Constitutionally, the Resolution of the Council of Ministers n.º 8/2011, of 25 January (RCM n.º 8/2011), which ordered the application of the AO/90 in the domains of the Government, does not bind the President of the Republic or the other sovereign bodies (Assembly of the Republic and Courts)"
9551,,"our Constitution requires that legislation be legislated exclusively, by law or decree-law, on the continent"
9552,,rehabilitating gardens
9553,,ending the chronic damage to the cultural part of the village
9554,,"transferred to the CCB in 2014, decided to repeat the recipe and transform the area between Ajuda and Belém into its second tourist park"
9555,,published on the Internet
9556,,This thing of bossing the people around without even informing them is not pretty
9557,,"Being from Lisbon, I don't really like that thousands and thousands of tourists turn up between Ajuda and Belém throughout the year, blocking the view and cluttering the streets."
9558,,I would like to know what dr. Lamas think about it
9559,,"what do you think, if you think anything, mr. Soares"
9560,,I recognize that the will of the country is not Dr. Coast
9561,,the will of the country is not Dr. Coast
9562,,"it didn't take much to listen to the people who, in the final analysis, will, or will not, be victims of the urban fantasy of the Ministry of Culture or the CML"
9563,,"the minister could have discreetly called the director of the CCB to dismiss him, alleging, as is his right, a lack of political or personal trust"
9564,,Threatened Dr. sludge
9565,,displayed his powers (which come exclusively from office)
9566,,went to brag to television
9567,,The Doctor. Lamas had done an extraordinary work in Sintra
9568,,"restoring monuments, from the Pena Palace to the Chalet of the Countess of Edla"
9569,,"The curious thing is that Elísio Summavielle, the man that Soares chose to take Lamas' place, appears to say that he agrees with the logic of the project for the Belém-Ajuda axis."
9570,,Elísio Summavielle says that the previous president of the CCB wanted to do a “heavy centralization”
9571,,"Elísio Summavielle says that the previous president of the CCB wanted to do a “heavy centralization”, while he defends a “much lighter coordination”"
9572,,he advocates “much lighter coordination”
9573,,the idea is not “total nonsense”
9574,,"the idea is not “total nonsense”, and the divergence is just a matter of weight"
9575,,divergence is just a matter of weight
9576,,the statement from the Council of Ministers justifies the extinction of the mission structure of the Belém-Ajuda axis with an objective reason: “The non-involvement in the Lisbon City Council project.”
9577,,it is strange that Lamas himself has told the PUBLIC that he and his team have met several times with various councilors and technicians from the municipality
9578,,"Stranger is that, in the presentation of the project made last year, Lamas stressed that “the role of the Lisbon City Council is fundamental”"
9579,,"already in 2013, in an opinion article here in PÚBLICO, Lamas wrote that, “although the Lisbon City Council only manages the Padrão dos Descobrimentos in the area, its involvement in the management of the set of various heritage units in Belém (... ) it is fundamental"""
9580,,"In the case of the CCB, the method was to run with Lamas"
9581,,the strategy will also soon be fixed
9582,,"in the midst of this controversy, the Bloco de Esquerda sensibly came to regret that a contest had not been held to choose the new president of the CCB"
9583,,Cresap was a great achievement for Portuguese democracy
9584,,"Cresap, with all the flaws it still has, was a great achievement for Portuguese democracy"
9585,,all the flaws you still have
9586,,"allowed jobs for the boys not to end, the instrumentation and partisanship of public affairs"
9587,,"allowed not to end but at least to curb jobs for the boys, the instrumentation and partisanship of public affairs"
9588,,at least curb
9589,,governments to give it even more power and increase its scope of action even more
9590,,Cresap would help pass a big mop on the State machine
9591,,It is a model that resulted
9592,,was awarded internationally
9593,,no longer weighing on the State Budget
9594,,the purpose of hiring António Lamas by the previous government was precisely to try to replicate this plan for the Ajuda-Belém area
9595,,João Soares ran with António Lamas
9596,,"its constitutional projections, in areas such as education, youth, health, social action and culture"
9597,,"constitutional projections, in areas such as education, youth, health, social action and culture"
9598,,"In the remaining countries, the sporting success was significant, with some discomfort remaining."
9599,,"In the school environment, sport becomes a fundamental element for the integral education of young people."
9600,,levels of investments made above national sporting needs
9601,,responding only to the interests of European and world sports monopolies which ensured interesting profit margins
9602,,the different example of sports mega-events held on European soil demonstrates that these are relevant assets in countries that know how to take care of their national interest
9603,,"Without taking care of their national interests, there are countries that 'deliver the gold' to the private institutions that are the owners of the mega-events, assuming costs that they deduct from the development of their sport and their national industries."
9604,,The Portuguese industry is located upstream and downstream of the sporting activity
9605,,providing a favorable environment for a healthier occupation of your free time
9606,,"The participation rate of the Portuguese population is below 50%, one of the lowest rates at European level"
9607,,feeds on activities carried out by national sports organizations
9608,,"feeds on activities carried out by national sports organizations, such as the practice of clubs and gyms and national and international sporting events and competitions"
9609,,the economic relationship between sport and industry includes direct impacts on other sectors
9610,,"development of the physical, intellectual and social capacities of the Portuguese population"
9611,,"construction, improvement and renovation of infrastructure"
9612,,communication and in social and charitable activities
9613,,"suppliers of equipment, goods for congresses and competitions"
9614,,sports training and equipment rental
9615,,"This global framework of relevance for sport and industry, as well as the transversality of relations with other economic sectors"
9616,,the growth of the Portuguese population's sporting practice will have very significant impacts on the national industry
9617,,Sporting events are a relevant component of the tourist packages that Portugal offers to the whole world.
9618,,having Portuguese tourism benefited from the Rally de Portugal and the Formula One races still in the 70's
9619,,"mainly after the organization of the youth soccer world cup in 1991 and the Euro2004 many other events in athletics, basketball, handball, swimming among many others"
9620,,The first challenge of sport is the creation of a sport structure that serves the majority of the Portuguese population
9621,,"By creating this national structure of clubs, gyms and spaces for sports, it will be possible to receive most of the tourist flow"
9622,,The picture described
9623,,"immense benefits in the articulation of projects between sport and industry and that there is a strong motivation on the part of the Portuguese Republic, to deepen and develop it for the benefit of the Portuguese population"
9624,,Jorge Jesus did an exceptional job at Sporting
9625,,suspicious of the exhibition and results irregularity of the “incarnates”
9626,,"Until that date, Benfica had not been able to add more than three consecutive victories"
9627,,"On his back, he already had seven defeats and two draws, in addition to the defeat in the Supercup with the rival"
9628,,"after the declarations of Jesus, everything changed"
9629,,Rui Vitória's team recorded just two more defeats and one draw (all competitions together)
9630,,scored at least two series of eight consecutive victories
9631,,fought for the title until the end
9632,,"Of course, Rui Vitória also had merit in winning Benfica's 35th title"
9633,,The ghost Jesus won
9634,,knew how to overcome the injuries of fundamental players using inexperienced athletes that he turned into undisputed starters
9635,,"knew how to overcome the injuries of fundamental players using inexperienced athletes that he turned into undisputed starters (would anyone say, at the beginning of the season, that Lindelöf, Ederson or Renato Sanches would have that status?)"
9636,,Jesus did almost everything well
9637,,"made a fatal mistake that, most likely, offered the title to Benfica"
9638,,"In his first year in charge of the “Leonine” team, the coach fulfilled what he promised when he was introduced to Sporting fans."
9639,,"In his first year in charge of the “Leonine” team, the coach fulfilled what he promised when he was introduced to Sporting fans: he fought for the title until the end."
9640,,lost track of limits
9641,,"the Sporting coach went too far, talking about Rui Vitória like this: “Am I a bad teammate? Coach? As I don't qualify him as a coach, I'm not a bad teammate. To be a coach he has to be much more. I made him come out of the woodwork.”"
9642,,"It is extraordinary that a worm, like this Seixas, has crawled into a footnote of great Portuguese poetry"
9643,,"that's how O'Neill wrote the poem, fueled by ""an inordinate anger and love, I mean teenagers."""
9644,,O'Neill's writing is an inexhaustible open-pit gold mine
9645,,claims miners and explorers of good literature
9646,,"I've always been an o'neillist, I confess"
9647,,"Alexandre O'Neill (1924-1986) left, died"
9648,,"Alexandre O'Neill (1924-1986) left, died, now three decades have passed"
9649,,a supporter of Alexandre O'Neill
9650,,"it won't be now, that I'm already in my 70s, that I'm going to stop being so"
9651,,"Old donkey doesn't learn languages, doesn't even turn coats"
9652,,"The ""glaring bad taste that aluminum inculcates"" is not the privilege of master builders and pragmatic mayors"
9653,,"It is democratically shared by fairground demagogues, plastic politicians, scribblers by weight, publicists by the meter, presenters by the hour, reporters by the minute, mummers without a threshing floor, songbirds on sale"
9654,,And so
9655,,"""because it's more practical and, what's worse, for so many, MORE BEAUTIFUL"", lamented O'Neill"
9656,,it is cheaper and more profitable
9657,,O'neillism is a pessimism
9658,,"O'neillism is a pessimism, as you have already realized"
9659,,not to be confused with Christian resignation
9660,,Unworthy-se
9661,,does not conform to aluminum expansion
9662,,demanding the use of nobler materials
9663,,"He almost always ""repressed the lyrical that appeared to his tears"", as he wrote in the Portrait (without cap) by Mário-Henrique Leiria, perhaps re-evaluating himself in the phrase"
9664,,"the poetry and prose he wrote stayed, still here, living on the coast"
9665,,"""stumbled with tenderness"" in Um Adeus Português, a beautiful poem that clung to his figure like a limpet to the rock"
9666,,"Therefore, the thesis of militarized policing in times of peace and social normality is rejected."
9667,,"Therefore, dimensioning the PM to its fair proportions as a security force, highlighting its civil nature, is therefore a task that has long been imposed as a way not only to dignify it by making it autonomous from the Navy, but also to reinforce the dignity of this , being responsible for the specificity of its attributions as a branch of the Armed Forces"
9668,,"“a soldier in the police, can neither be a good policeman nor a good soldier”"
9669,,"The debate proposed in the preamble note, without jeopardizing the demilitarization of the PM's functions and its unavoidable civilian nature, two magnitudes that the CR does not allow to abdicate, will certainly allow the de-escalation, the definition of parameters and, above all, the dismantling of blurred beacons"
9670,,"The debate proposed in the preamble note, without jeopardizing the demilitarization of the PM's functions and its unavoidable civilian nature, two magnitudes that the CR does not allow to abdicate, will certainly allow the de-escalation, the definition of parameters and, above all, the dismantling of blurred beacons, such as national security or the “dual use” concepts with which issues related to the internal security of the country have been dealt with so far, with particular emphasis on issues of the sea"
9671,,"For PM agents, the “momentum” has now arrived to materialize their professional confidence and awareness for the increasing effectiveness and prestige of their institution."
9672,,broken the taboo
9673,,the solution is in sight
9674,,Sports betting consumers lose trust in licensed operators and find their money diverted by those who manipulate competitions
9675,,a threat of this magnitude
9676,,"a threat of this magnitude, it is estimated that annually launders more than 140 billion dollars in the betting market and redistributes the respective proceeds in the financing of other criminal activities"
9677,,estimated to launder more than US$140 billion in the betting market annually and redistribute the respective proceeds to finance other criminal activities
9678,,annually launder more than 140 billion dollars in the betting market
9679,,redistribute its proceeds in funding other criminal activities
9680,,"it is crucial to agree on a global strategy that enables sportspeople, bettors, regulators, public authorities and operators to report, recognize and resist the manipulation of competitions"
9681,,"It is crucial to agree on a global strategy that enables sportspeople, bettors, regulators, public authorities and operators to report, recognize and resist the manipulation of competitions, conveying a clear message that associating crime with this activity does not pay"
9682,,"crucial to agree on a global strategy that enables sportspeople, bettors, regulators, public authorities and operators to report, recognize and resist manipulation of competitions"
9683,,Persist in the devaluation of this threat
9684,,postponing the implementation of this key instrument
9685,,"irrevocably exposes sports organizations and agents, as well as betting consumers and licensed operators, to organized crime"
9686,,"Therefore, it is a global problem, and transversal to several sectors and economic activities."
9687,,a global problem
9688,,transversal to various sectors and economic activities
9689,,Much less will it be with inertia and impassivity
9690,,"other, more tangible values ​​collapse in the face of this wave of crime, in addition to irreparable reputational damage"
9691,,irreparable reputational damage
9692,,"Supporters, sponsors and television operators are defrauded and lose interest in affective and financial investment"
9693,,We already sympathized with the Icelanders
9694,,It was good that demand for the Icelandic national team T-shirts soared by 1800%
9695,,the small Italian company Errea that bet on it will have overshadowed the usual giant brands
9696,,not worth naming
9697,,they already have enough airtime
9698,,got us thinking about all this while the ball rolled on the lawn of Saint-Denis
9699,,the selection has athletes who are not just that
9700,,without achieving victory
9701,,we want to thank Iceland
9702,,Icelanders did not win the match against France
9703,,these days they have gained visibility and respect
9704,,gained visibility and respect
9705,,a filmmaker goalkeeper
9706,,a dentist e-selector trainer
9707,,how they condemned the bankers responsible for the 2008 financial crisis
9708,,We don't believe in geographic determinism
9709,,we are certain that fate is not entirely alien to the place where one is born
9710,,fate is not entirely alien to the place where one is born
9711,,"The celebration of the victory over England was beautiful, in a synchronized applause very shared on social networks and reminiscent of the Maori dance (haka) of New Zealand rugby players"
9712,,"Win or lose, the race's record holder attracted people"
9713,,your politically incorrect and colloquial tirades
9714,,his detached and yet emotional posture
9715,,capture audience from outside the sport
9716,,the big teams disappeared
9717,,the international names
9718,,the competitiveness
9719,,fans on mythical stages such as Senhora da Graça
9720,,only the most stubborn refuse to realize
9721,,"In an exercise of autistic self-pity, they complain about the lack of media coverage given to the Volta a Portugal, without having the ability to look inside and realize that the evil is in them and not in others."
9722,,Remodeled access roads and some new ones
9723,,Everything should follow the specifications and FIFA rules
9724,,A candidacy for the presidency can emerge from the success of the events
9725,,"as in the 2014 World Cup period, there will be a gentlemen's agreement between the criminal factions, which looms large on the banks of those who arrive or go to Galeão Airport, so as not to compromise the interim state government"
9726,,"In September, if all goes well, the athletes from Brazil will carry some gold, silver and bronze awards."
9727,,"if all goes well, the athletes from Brazil will carry some gold, silver and bronze awards"
9728,,"I appeal to Portugal, even winning the Euro Cup: do not enter the siren song of the World Cup, nor of the Olympics"
9729,,There is more to take care of as social goals
9730,,Brazil showed itself to the world with new stadiums and some renovated
9731,,"In Rio, the memories of suffering are erased"
9732,,"In Rio, memories of suffering are erased, lamentations are not practiced"
9733,,regrets are not practiced
9734,,"rancor manifests itself, explicit and growing"
9735,,"Right now, reality is more perverse"
9736,,reality is more perverse
9737,,society is divided like never before
9738,,"Between the defenders and opponents of Dilma and Temer, hatred settles"
9739,,"Between the defenders and opponents of Dilma and Temer, hatred is installed, for or against impeachment, the confrontation explodes and worries very seriously"
9740,,for or against impeachment the confrontation explodes
9741,,worry very seriously
9742,,so far it hasn't happened
9743,,Rio reacts and already organizes itself in a party
9744,,all evils
9745,,The visits of the Popes
9746,,the concerts of Frank Sinatra or Roberto Carlos
9747,,The New Year's Eve of two million people on Copacabana beach
9748,,the samba school parades and street blocks at Carnivals
9749,,the championship finals at Maracanã
9750,,"To the tourist or visitor passing through, it is good to advise prudence in the enthusiasm"
9751,,be careful in circuits of curiosities in the hills and suburbs
9752,,It is also good to recommend attention to non-European rules of behavior
9753,,I keep an eye on everything that goes on around me
9754,,"In Rio de Janeiro there is violence, yes"
9755,,Life and death are glued together
9756,,the miracle is the great delusion of life
9757,,Brazil is fascinating
9758,,"“In Rio, we cannot give chance to chance”"
9759,,surprising
9760,,is vertiginous and immediate in the alternation of its rhythms
9761,,the whole scenario suddenly transforms
9762,,IMF pessimistic forecasts
9763,,"pessimistic forecasts from the IMF, which determined a downturn in the economy and a devaluation of the real"
9764,,after hitting bottom
9765,,hit bottom
9766,,"the stock market has risen, the currency has been stabilizing, the growth curve has been revised upwards"
9767,,"You certainly remember the beginnings of the CAP, a policy aimed at supplying the food market, encouraging production and maintaining farmers' incomes."
9768,,I say remember for sure
9769,,remember for sure
9770,,the Union realized the irrationality of the production support policy
9771,,taxpayers realized that they were paying to produce and were paying again to destroy surpluses
9772,,"the CAP, with the slow turning of the large ships, changed course, switched off production aid and started to seek to pay for services provided by farmers that the market did not remunerate"
9773,,is a principle that leaves the production of environmental services unpaid
9774,,money is not enough for everything
9775,,"Yes, I know this is a mere letter from a liberal who tells you that my taxes must not serve to distort markets."
9776,,"to pay for what is produced by a few, for the benefit of all, when the market is not able to do so"
9777,,85% of ignitions are within a perimeter of up to 2 kms from villages where the probability of fire developing is very low
9778,,we will be the country with the stupidest arsonists in the world
9779,,Nor am I here to tell you that it is not good for the person responsible for forest management to confuse path arrangements with fire prevention measures.
9780,,"even less, to suggest that anyone ever proposed cleaning up three million hectares of stands every year"
9781,,I believe it was just the populism of the arsonists speaking for itself
9782,,we cannot lose sight of the fact that the territory enjoys an interesting particularity: we do not live alone
9783,,"Even when we inhabit an island, we can interact and even enjoy the infrastructure and services of our closest neighbors."
9784,,few results
9785,,Desertification has worsened
9786,,"everything for everyone, in a logic without logic"
9787,,"guarantee the sympathy and, by the way, the vote of the Portuguese who live in these regions"
9788,,political leaders must assume that it is not possible to combat interiority with less Lisbon or less Porto
9789,,"we can only win the battle for the integral development of Portugal when we understand, without dogma or prejudice, that stronger and more competitive metropolitan areas of Lisbon or Porto are the guarantee of a more prosperous and cohesive Portugal."
9790,,stronger and more competitive metropolitan areas of Lisbon or Porto are the guarantee of a more prosperous and cohesive Portugal
9791,,"An example of bad policy, which insists on fighting interiority by penalizing capital, was the restructuring of the water sector"
9792,,"This change, against which I totally disagreed, penalized the large metropolitan areas in a later logic of dividing the evil among the villages."
9793,,"it is necessary to dramatically expand the regions of influence of the two large metropolitan areas, increasing their “hinterlands”, providing them with fast, efficient and cheap transport infrastructures that allow the approximation of low-density regions."
9794,,"It is up to us politicians to assume our responsibilities, without prejudice"
9795,,"It is up to us politicians to assume our responsibilities, without parochialism, and to have as a national objective the objective of making AM Lisboa the largest and most prosperous in the Iberian Peninsula, and AM do Porto the unequivocal leader of the northwest of the same geographic space."
9796,,"having as a national objective the objective of making AM Lisboa the largest and most prosperous of the Iberian Peninsula, and AM do Porto the unequivocal leader of the northwest of the same geographic space, rescuing this place from the largest Galician cities"
9797,,For decades much has been said and much has been done.
9798,,"Even the President of the Republic, a top jurist and experienced politician, could not resist throwing a handful of logs into the fire."
9799,,not even the faculties themselves bother to study the law of agriculture and the environment
9800,,what does this branch of law have to do with fires? the answer is not easy
9801,,this branch of law protects neither the public interest (public law) nor the private interest (private law) exclusively.
9802,,"rather protecting diffuse interests, the effectiveness of which is not exclusive to a holder"
9803,,yes of an entire community and each of its members
9804,,"It is based, among others, on the principle of liability for environmental damage"
9805,,harsh penalties applied to their executioners do not put out or prevent fires
9806,,"If you avoided them, there would be no arsonists."
9807,,Penal legislation already provides for penalties of up to twelve years for the crime of arson.
9808,,"say ""we must punish accordingly"""
9809,,Criminal law acts late
9810,,bringing no benefit to the burned forest
9811,,Encouraging criminal repression ends up only bringing disastrous consequences for nature.
9812,,"serving only to cover up what was not done and what, perhaps, will never be done."
9813,,individually insignificant
9814,,"when added together, they can become highly harmful"
9815,,"taken together, can become highly harmful"
9816,,"when plastic bottles are thrown by several walkers into the same forest, the same act, which is nonetheless polluting in the same forest, will, without any shadow of a doubt, already cause serious environmental damage."
9817,,"""it is serious about the effectiveness of justice in relation to those who may be responsible"""
9818,,Environmental crime is not produced exclusively due to an individual behavior
9819,,"In order to produce damage to a collective legal asset (such as burning a forest, for example), a large number of people may have violated legal norms"
9820,,the municipality that did not hire the ranger
9821,,"the rural owner who has accumulated firewood, forest or agricultural leftovers and flammable substances on his land, such as diesel"
9822,,"It is common knowledge that, year after year, the planet is warming"
9823,,"year after year, the planet is warming"
9824,,"in the future, fires will become much more frequent and dramatic than the current ones."
9825,,fires will become much more frequent and dramatic than the current ones
9826,,environmental responsibility is not part of criminal law
9827,,"environmental responsibility does not belong to criminal law, nor does the latter, much less, have magical solutions to heal social wounds"
9828,,"neither this one, much less, has magical solutions to heal social wounds"
9829,,"The solution, in addition to surveillance, will, in my opinion, involve administrative sanctions and effective environmental education"
9830,,"never forget the companies, entrepreneurs, politicians, who benefit directly or indirectly from this ignition"
9831,,is to hold all those who truly gain from forest fires accountable
9832,,hold all those who truly gain from the wildfires accountable
9833,,"to hold all those who truly gain from forest fires accountable, and to whom the civil liability mentioned by the minister for the environmental damage they caused should be imputed."
9834,,to which the civil liability mentioned by the minister for the environmental damage they caused must be imputed
9835,,Governments come up with plans and measures to promote physical and sporting activity among citizens
9836,,"This is, in fact, one of the most consistent international recommendations of the last decade in terms of public health."
9837,,"As evidenced in the recent special issue of the Lancet dedicated to physical activity, asserting political will and implementing an effective policy are not the same thing."
9838,,The difference can be seen in two essential aspects
9839,,The existence of a national program for the promotion of physical activity with an action plan ready to be operationalized
9840,,the existence of financing that meets the needs
9841,,Physical Education has for decades fulfilled the role of promoting the harmonious development of young people.
9842,,"Physical Education has for decades fulfilled the role of promoting the harmonious development of young people, including literacy and physical abilities."
9843,,"Today, physical activity is not just a matter of lifestyle or a fad associated with the cult of the body."
9844,,physical activity is not just a matter of lifestyle or a fad associated with the cult of the body
9845,,local initiatives such as the creation of cycle paths and footpaths
9846,,creation of cycle paths and footpaths
9847,,the availability of public bicycles
9848,,availability of public bicycles
9849,,many open races
9850,,open race events
9851,,the integration of the Exercise Physiologist in the health system is an unavoidable evolution
9852,,"The integration of the Exercise Physiologist into the health system is an unavoidable evolution, from primary health care teams (for example, in diabetes prevention programs at USF) to hospital services such as cardiology or pediatrics"
9853,,"Many healthcare professionals — but also parents, teachers and other informed citizens — hope that the “fast, tall and strong” movements of elite athletes can inspire those who see them to be more physically active, too."
9854,,The vocation of Atlantic politics and European politics are once again on the agenda and are the subject of national and international debates.
9855,,"Decolonization (inevitable but late) and entry (necessary and urgent) into the European Union have relocated a controversy that has spanned the centuries, which divided and continues to divide henriquistas and pedristas"
9856,,The trip was also decisive for the action that the Infante D Henrique would come to play.
9857,,"Without the books and maps brought by Infante D. Pedro, the approach to Jewish cartographers and other nautical and scientific information, Infante D. Henrique would never have started and continued the maritime discoveries, the expansion of Portugal in the world"
9858,,All tributes were paid to Infante D. Henrique
9859,,the reparation due to the memory of D. Pedro is yet to be made
9860,,"betrayed and murdered, at the gates of Lisbon"
9861,,"the corpse, given over to the voracity of the dogs and the kites, to rot for days on end, in the fields of Alfarrobeira"
9862,,horses are different
9863,,There are others
9864,,there are other beasts
9865,,"They only changed some denominations, transports and clothes"
9866,,"If Portugal's situation was not satisfactory, we were faced with a situation below the acceptable limits"
9867,,"Unpunished, freed"
9868,,"600 years later, after the Charter of Bruges, gaps, defects and vices persist that make prospects unfeasible to prevent the wear and tear of routine and stagnation."
9869,,Dating back to 1953
9870,,decreed “left and right” the special complexity of the processes
9871,,keep the defendants in preventive detention for months
9872,,I do not question that formalism constitutes the founding element of both the effectiveness of judicial protection and security.
9873,,formalism constitutes the founding element of both the effectiveness of judicial protection and security
9874,,"I am concerned that the value of legal certainty translates into a blind immobility of justice, which reveals an inability to keep up with changes in society"
9875,,"reveals an inability to keep up with changes in society, giving rise to situations in which justice itself is attained, which ultimately jeopardizes the legal order itself, especially in terms of the effectiveness of judicial protection"
9876,,situations in which justice itself is attained
9877,,"jeopardizes the legal order itself, especially in terms of the effectiveness of judicial protection"
9878,,nor can magistrates be syllogistic machines
9879,,"neither magistrates can be syllogistic machines, nor processes solutions of mathematical precision."
9880,,nor the processes mathematical precision solutions
9881,,"The process of applying the law must be a work of conformation from the general to the concrete, a permanent work of adaptation and even of creation."
9882,,the legislator cannot foresee all situations
9883,,the seriousness of the events involving the children of the Iraqi ambassador
9884,,seriousness of the facts involving the children of the Iraqi ambassador
9885,,a greater elasticity of Portuguese criminal justice was fully justified
9886,,"proved incapable of promoting a paradigm shift, preferring to wait for the lifting of the diplomatic immunity of the aggressors"
9887,,"pernicious, harmful and manifestly unfair situation"
9888,,The time has come to impose a qualitative-formalism at the expense of a blind formalism
9889,,"this is, in fact, its only and fundamental reason for being."
9890,,"it is necessary to appeal to equity, to the essential purpose of legal instruments"
9891,,"cannot be seen as an absolute, sacred and abstract value"
9892,,"The solution to the dilemma between achieving justice and respecting legal formalism must be rooted in the legal system as a whole, in the principles that emanate from it, and in the social and cultural values ​​dominant within society at each moment in history."
9893,,"In this effort of balance, the assessment of the essential purpose of legal institutes must be taken into account."
9894,,account must be taken of the assessment of the essential purpose of legal institutes
9895,,Only with this effort can justice be legitimized before society
9896,,positivist formalism that increasingly characterizes our criminal justice
9897,,"Mitigating the negative impacts of fires requires a modicum of good governance, something that has been largely absent from public discussion."
9898,,Institutional instability is compounded by policy instability
9899,,instability in policies
9900,,Production of 6 national forestry strategic documents between 2003 and 2006
9901,,The production of 6 strategic forestry documents of national scope between 2003 and 2006 well expresses the interminable changes to the legislative and institutional framework
9902,,the short life and low critical mass of initiatives to improve prevention (GeFoCo) and combat (GAUF)
9903,,the stray initiatives that regularly (dis)appear
9904,,"the stray initiatives that regularly (dis)appear, concerning for example the involvement of the army or awareness programs"
9905,,"So much impulsiveness, inconstancy and intermittence makes the continuity and persistence of policies unfeasible"
9906,,waste resources
9907,,diverts entities from their central functions
9908,,"this system lacks leadership, i.e. a coordinating body, as well as an overall budget"
9909,,lack of joint vision
9910,,compromises the planning
9911,,undermines the understanding of the interdependence between the pillars
9912,,unbalances the resources assigned to them
9913,,prevents an institutional culture of acceptance and assimilation of knowledge
9914,,The lack of a functional organic structure ensured by a single entity
9915,,disperses efforts and resources
9916,,keeps critical mass and focus at low levels
9917,,hinders the technical evolution of the agents involved
9918,,prevents prevention-combat integration
9919,,"makes it impossible to have resources with exclusive and permanent operational capacity, varying between prevention and combat"
9920,,National SFs have undergone frequent changes over the last 4 decades towards minimalism
9921,,"In the last 4 decades, national SFs have undergone frequent changes towards minimalism, indicating little understanding of their role."
9922,,the national DFCI system will not take effect
9923,,the national DFCI system will not take effect until basic governance and funding issues are resolved
9924,,basic governance and funding issues are not resolved
9925,,pass-the-blame discourses that oppose prevention to combating
9926,,activities whose performance is interdependent
9927,,"Tackling the root of the problem by reducing the risk inherent in human behavior and building fire-resilient landscapes beyond the microscale takes time and persistence, as well as good governance."
9928,,Firefighting absorbs the bulk of fire management costs
9929,,there are no long-term trends in the burned area and occurrence of major fires in Portugal
9930,,It is worth mentioning the recent decrease in the % of occurrences with more than 1 hectare
9931,,"the recent decrease in the % of occurrences with more than 1 hectare, showing better attack on nascent fires"
9932,,recent decrease in the % of occurrences with more than 1 hectare
9933,,best attack on rising fires
9934,,fires over 100 hectares account for about 80% of the total burned area
9935,,"Spain, France and Italy substantially reduced the area burned in the 1990s and have kept it that way."
9936,,"investment in firefighting had no effect in Portugal, which is attributable to the lack of progress in extinguishing fires that escaped the initial attack"
9937,,the median size of large fires in Portugal is 260 ha compared to 194 ha in Spain (2001-2011)
9938,,difference that widens for progressively larger fires until reaching (99th percentile) respectively 8459 ha and 4385 ha
9939,,"modicum of good governance, something that has been largely absent from public discussion"
9940,,A recent study by UTAD with INESC TEC showed that in Portugal the amount of resources allocated to the biggest fires does not affect their duration and has little influence on their size.
9941,,Since 1982 (!!!) the shortcomings in fighting forest fires in Portugal have been successively and repetitively diagnosed
9942,,"Since 1982 (!!!) the shortcomings in fighting forest fires in Portugal have been successively and repetitively diagnosed, highlighting the deficiencies in perimeter control and the failure to take advantage of the opportunities provided by the variation in the conditions and patterns of fire propagation."
9943,,by absence
9944,,due to ineffectiveness of the means of combat
9945,,There are no miracles and you can hardly hope for better
9946,,model of combat based on volunteering
9947,,shaped and geared towards civil protection
9948,,practices forest fire defense rather than forest fire defense
9949,,forest protection is a national goal
9950,,it is urgent to stop confusing experience with knowledge and the availability of heavy media capable of extinction
9951,,"There is a need to evolve towards the training of forest fire brigades, with mixed functions of prevention and combat and directed by technicians with specialized and advanced knowledge, including fire analysis skills that are decisive in serious and complex occurrences."
9952,,The volatility of the SF organization has been a constant since 2003
9953,,"The volatility of the SF organization has been a constant since 2003, with successive organic restructurings"
9954,,"The volatility of the SF organization has been a constant since 2003, with successive organic restructurings and the merger in 2012 with nature conservation that resulted in the current (and future?) ICNF"
9955,,successive organic restructurings
9956,,the 2012 merger with nature conservation that resulted in the current (and future?) ICNF
9957,,Such frequent institutional changes clearly disrupt the functioning and jeopardize the definition and fulfillment of long-term objectives
9958,,"when requiring professors to have a doctorate degree for teaching, the legislator was concerned to use the adverb “naturally”"
9959,,underline that the polytechnic and university system would continue to exist
9960,,requirement
9961,,doubts did not exist
9962,,"As an alternative to the doctoral degree, the aforementioned statute says that the faculty may also be made up of specialist professors, with activity developed outside the institution, that is, with strong links to companies."
9963,,"the faculty can also be made up of specialist professors, with activity developed outside the institution, that is, with strong links to companies"
9964,,"Also in this aspect, the statute of the teaching career has brought the two education systems closer together."
9965,,the statute of the teaching career brought the two education systems closer together
9966,,"the teaching career statute brought the two education systems closer together, almost naturally discouraging polytechnic teachers from developing their activity outside the institution"
9967,,"In some cases, they even had the effect of removing or promoting the role of some institutions in relation to others."
9968,,what has happened is that the vast majority of ESP teachers are linked to research centers
9969,,"the vast majority of ESP professors are linked to research centers, developing their scientific careers in these structures"
9970,,"the demands that are imposed today in the modernization of the country, having as a corollary the accompanying of the European evolution"
9971,,those responsible for the current government have shown interest in making some changes
9972,,"those responsible for the current government have shown interest in making some changes, but in an unclear way, even showing some disorientation"
